positive,trust,anticipation,joy,negative,sadness,anger,fear,surprise,disgust,outcome
7.0,7.0,2.0,0.0,2.0,0.0,2.0,2.0,3.0,1.0,0
40.0,43.0,23.0,6.0,20.0,12.0,14.0,15.0,14.0,7.0,0
1.0,2.0,5.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,1
69.0,43.0,38.0,23.0,37.0,15.0,20.0,32.0,14.0,10.0,1
1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0
27.0,29.0,9.0,6.0,6.0,4.0,2.0,2.0,2.0,0.0,1
21.0,16.0,9.0,7.0,5.0,4.0,5.0,1.0,5.0,0.0,1
50.0,45.0,17.0,10.0,23.0,11.0,5.0,11.0,14.0,2.0,0
49.0,41.0,16.0,12.0,24.0,12.0,5.0,13.0,12.0,2.0,0
46.0,39.0,14.0,11.0,22.0,11.0,5.0,12.0,12.0,2.0,0
132.0,101.0,56.0,42.0,69.0,38.0,29.0,36.0,45.0,10.0,1
29.0,16.0,6.0,12.0,14.0,10.0,1.0,3.0,6.0,1.0,0
16.0,12.0,7.0,5.0,19.0,8.0,11.0,4.0,8.0,4.0,0
8.0,2.0,3.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,0
37.0,25.0,13.0,3.0,19.0,18.0,1.0,3.0,17.0,2.0,0
13.0,9.0,6.0,5.0,9.0,6.0,4.0,2.0,8.0,1.0,1
256.0,163.0,88.0,58.0,125.0,34.0,29.0,40.0,28.0,9.0,1
40.0,23.0,16.0,10.0,31.0,17.0,16.0,22.0,15.0,7.0,1
1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
59.0,28.0,22.0,8.0,40.0,18.0,31.0,24.0,7.0,8.0,1
50.0,45.0,17.0,10.0,23.0,11.0,5.0,11.0,14.0,2.0,0
49.0,41.0,16.0,12.0,24.0,12.0,5.0,13.0,12.0,2.0,0
46.0,39.0,14.0,11.0,22.0,11.0,5.0,12.0,12.0,2.0,0
132.0,101.0,56.0,42.0,69.0,38.0,29.0,36.0,45.0,10.0,1
29.0,16.0,6.0,12.0,14.0,10.0,1.0,3.0,6.0,1.0,0
16.0,12.0,7.0,5.0,19.0,8.0,11.0,4.0,8.0,4.0,0
8.0,2.0,3.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,0
37.0,25.0,13.0,3.0,19.0,18.0,1.0,3.0,17.0,2.0,0
13.0,9.0,6.0,5.0,9.0,6.0,4.0,2.0,8.0,1.0,1
75.0,43.0,28.0,19.0,43.0,20.0,23.0,22.0,17.0,13.0,1
39.0,31.0,16.0,6.0,18.0,6.0,4.0,8.0,10.0,2.0,0
59.0,28.0,22.0,8.0,40.0,18.0,31.0,24.0,7.0,8.0,1
61.0,24.0,26.0,20.0,15.0,8.0,7.0,6.0,13.0,0.0,1
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11.0,6.0,4.0,2.0,8.0,4.0,4.0,4.0,5.0,3.0,0
8.0,5.0,6.0,3.0,4.0,2.0,4.0,1.0,11.0,0.0,0
127.0,123.0,47.0,31.0,86.0,55.0,40.0,41.0,32.0,20.0,0
13.0,11.0,6.0,3.0,8.0,7.0,2.0,4.0,6.0,0.0,1
8.0,6.0,4.0,4.0,1.0,0.0,0.0,2.0,2.0,0.0,0
51.0,42.0,17.0,10.0,16.0,9.0,13.0,17.0,19.0,5.0,0
33.0,30.0,10.0,6.0,11.0,4.0,4.0,4.0,15.0,2.0,0
13.0,5.0,7.0,2.0,3.0,3.0,0.0,4.0,3.0,0.0,0
46.0,38.0,13.0,9.0,21.0,10.0,6.0,11.0,13.0,2.0,0
8.0,8.0,2.0,0.0,5.0,1.0,2.0,1.0,2.0,0.0,1
78.0,59.0,49.0,33.0,56.0,40.0,27.0,21.0,25.0,7.0,1
138.0,83.0,54.0,39.0,64.0,42.0,40.0,44.0,31.0,8.0,1
35.0,29.0,14.0,10.0,16.0,8.0,6.0,6.0,4.0,6.0,1
18.0,15.0,6.0,10.0,11.0,5.0,1.0,4.0,4.0,0.0,0
78.0,34.0,22.0,17.0,32.0,12.0,13.0,16.0,14.0,4.0,1
45.0,38.0,13.0,9.0,21.0,10.0,6.0,11.0,13.0,2.0,0
39.0,31.0,16.0,6.0,18.0,6.0,4.0,8.0,10.0,2.0,0
118.0,88.0,55.0,44.0,66.0,37.0,34.0,36.0,40.0,11.0,1
111.0,65.0,46.0,28.0,40.0,23.0,26.0,26.0,34.0,16.0,1
53.0,46.0,15.0,10.0,24.0,11.0,5.0,12.0,15.0,1.0,0
49.0,41.0,16.0,12.0,24.0,12.0,5.0,13.0,12.0,2.0,0
5.0,5.0,4.0,1.0,6.0,5.0,1.0,3.0,6.0,0.0,1
61.0,24.0,26.0,20.0,15.0,8.0,7.0,6.0,13.0,0.0,1
0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0
51.0,45.0,17.0,10.0,23.0,11.0,5.0,11.0,14.0,2.0,0
41.0,49.0,20.0,10.0,13.0,11.0,5.0,9.0,23.0,2.0,0
17.0,15.0,7.0,6.0,11.0,8.0,9.0,11.0,6.0,10.0,0
0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0
51.0,45.0,17.0,10.0,23.0,11.0,5.0,11.0,14.0,2.0,0
120.0,99.0,56.0,42.0,59.0,33.0,28.0,30.0,35.0,11.0,1
110.0,93.0,48.0,36.0,57.0,33.0,25.0,28.0,34.0,9.0,1
20.0,13.0,7.0,5.0,10.0,7.0,5.0,8.0,9.0,3.0,0
53.0,26.0,12.0,13.0,8.0,1.0,1.0,3.0,6.0,1.0,1
125.0,103.0,53.0,54.0,28.0,20.0,22.0,22.0,20.0,6.0,1
12.0,8.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,1.0,1
142.0,153.0,46.0,28.0,102.0,50.0,48.0,55.0,41.0,27.0,0
56.0,38.0,16.0,12.0,44.0,24.0,25.0,38.0,7.0,4.0,1
41.0,49.0,20.0,10.0,13.0,11.0,5.0,9.0,23.0,2.0,0
17.0,15.0,7.0,6.0,11.0,8.0,9.0,11.0,6.0,10.0,0
71.0,48.0,24.0,21.0,45.0,26.0,13.0,19.0,11.0,8.0,1
99.0,75.0,31.0,31.0,54.0,29.0,32.0,35.0,18.0,22.0,1
53.0,40.0,25.0,24.0,41.0,25.0,27.0,30.0,18.0,14.0,0
187.0,166.0,60.0,45.0,134.0,75.0,71.0,67.0,52.0,34.0,0
70.0,49.0,23.0,21.0,49.0,31.0,14.0,23.0,13.0,9.0,1
5.0,5.0,2.0,0.0,6.0,4.0,2.0,3.0,1.0,1.0,0
204.0,141.0,85.0,74.0,99.0,81.0,42.0,34.0,55.0,13.0,1
16.0,12.0,1.0,0.0,10.0,6.0,2.0,10.0,3.0,1.0,1
136.0,103.0,61.0,53.0,77.0,44.0,47.0,45.0,51.0,11.0,1
85.0,66.0,37.0,39.0,38.0,16.0,28.0,32.0,18.0,10.0,1
76.0,61.0,24.0,18.0,59.0,30.0,42.0,46.0,8.0,10.0,1
7.0,7.0,2.0,2.0,5.0,3.0,3.0,3.0,5.0,2.0,1
12.0,9.0,8.0,7.0,2.0,1.0,1.0,6.0,6.0,2.0,1
52.0,39.0,11.0,5.0,10.0,2.0,2.0,3.0,1.0,1.0,1
1.0,1.0,3.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0
24.0,21.0,9.0,8.0,15.0,10.0,9.0,12.0,11.0,6.0,1
136.0,103.0,61.0,53.0,77.0,44.0,47.0,45.0,51.0,11.0,1
85.0,66.0,37.0,39.0,38.0,16.0,28.0,32.0,18.0,10.0,1
76.0,61.0,24.0,18.0,59.0,30.0,42.0,46.0,8.0,10.0,1
7.0,7.0,2.0,2.0,5.0,3.0,3.0,3.0,5.0,2.0,1
12.0,9.0,8.0,7.0,2.0,1.0,1.0,6.0,6.0,2.0,1
52.0,39.0,11.0,5.0,10.0,2.0,2.0,3.0,1.0,1.0,1
1.0,1.0,3.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0
24.0,21.0,9.0,8.0,15.0,10.0,9.0,12.0,11.0,6.0,1
11.0,6.0,2.0,4.0,8.0,2.0,6.0,9.0,5.0,3.0,1
31.0,23.0,12.0,8.0,29.0,12.0,2.0,3.0,5.0,1.0,1
20.0,18.0,13.0,6.0,20.0,8.0,6.0,10.0,5.0,0.0,1
20.0,11.0,4.0,4.0,11.0,10.0,6.0,7.0,7.0,3.0,0
14.0,10.0,4.0,2.0,8.0,3.0,4.0,2.0,4.0,2.0,1
143.0,108.0,57.0,54.0,72.0,50.0,36.0,39.0,49.0,10.0,1
3.0,4.0,3.0,3.0,11.0,9.0,5.0,5.0,1.0,1.0,0
7.0,7.0,2.0,4.0,12.0,7.0,6.0,7.0,5.0,8.0,0
11.0,8.0,4.0,2.0,3.0,2.0,2.0,3.0,5.0,0.0,0
11.0,6.0,2.0,4.0,8.0,2.0,6.0,9.0,5.0,3.0,1
31.0,23.0,12.0,8.0,29.0,12.0,2.0,3.0,5.0,1.0,1
12.0,11.0,5.0,3.0,1.0,0.0,3.0,1.0,7.0,0.0,0
86.0,61.0,34.0,25.0,51.0,26.0,31.0,32.0,17.0,10.0,1
9.0,8.0,3.0,1.0,8.0,5.0,3.0,3.0,3.0,2.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
47.0,30.0,27.0,13.0,85.0,53.0,60.0,61.0,11.0,8.0,1
233.0,180.0,96.0,88.0,91.0,48.0,49.0,64.0,18.0,15.0,1
22.0,18.0,7.0,2.0,8.0,3.0,5.0,3.0,4.0,2.0,0
23.0,19.0,4.0,5.0,20.0,5.0,9.0,13.0,8.0,2.0,0
45.0,19.0,26.0,11.0,26.0,18.0,11.0,19.0,5.0,1.0,1
45.0,38.0,13.0,9.0,21.0,10.0,6.0,11.0,13.0,2.0,0
56.0,36.0,18.0,12.0,30.0,13.0,9.0,11.0,16.0,9.0,1
95.0,65.0,48.0,35.0,44.0,27.0,26.0,33.0,21.0,9.0,1
133.0,103.0,40.0,28.0,69.0,48.0,20.0,27.0,18.0,17.0,0
63.0,43.0,35.0,15.0,46.0,25.0,18.0,27.0,23.0,9.0,1
125.0,91.0,53.0,50.0,65.0,44.0,31.0,36.0,44.0,8.0,1
64.0,50.0,20.0,18.0,19.0,5.0,7.0,16.0,7.0,4.0,1
32.0,25.0,18.0,14.0,11.0,2.0,2.0,1.0,5.0,0.0,1
38.0,29.0,7.0,6.0,7.0,4.0,4.0,6.0,9.0,2.0,0
3.0,1.0,5.0,0.0,7.0,3.0,2.0,4.0,1.0,3.0,0
64.0,35.0,39.0,29.0,13.0,8.0,15.0,7.0,25.0,0.0,1
38.0,33.0,11.0,8.0,10.0,1.0,4.0,4.0,3.0,0.0,1
47.0,36.0,16.0,9.0,15.0,6.0,3.0,10.0,11.0,1.0,0
33.0,17.0,17.0,7.0,4.0,3.0,2.0,1.0,9.0,1.0,0
3.0,2.0,5.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,0
50.0,43.0,15.0,12.0,18.0,9.0,4.0,11.0,13.0,2.0,0
38.0,29.0,7.0,6.0,7.0,4.0,4.0,6.0,9.0,2.0,0
3.0,1.0,5.0,0.0,7.0,3.0,2.0,4.0,1.0,3.0,0
64.0,35.0,39.0,29.0,13.0,8.0,15.0,7.0,25.0,0.0,1
38.0,33.0,11.0,8.0,10.0,1.0,4.0,4.0,3.0,0.0,1
81.0,64.0,43.0,19.0,67.0,43.0,27.0,39.0,22.0,11.0,1
17.0,18.0,13.0,9.0,8.0,7.0,5.0,6.0,10.0,2.0,1
38.0,33.0,11.0,8.0,10.0,1.0,4.0,4.0,3.0,0.0,1
81.0,64.0,43.0,19.0,67.0,43.0,27.0,39.0,22.0,11.0,1
17.0,18.0,13.0,9.0,8.0,7.0,5.0,6.0,10.0,2.0,1
26.0,18.0,7.0,6.0,3.0,4.0,3.0,6.0,2.0,2.0,1
26.0,18.0,7.0,6.0,3.0,4.0,3.0,6.0,2.0,2.0,1
113.0,100.0,58.0,51.0,49.0,22.0,36.0,26.0,16.0,12.0,1
23.0,13.0,14.0,11.0,6.0,4.0,1.0,4.0,7.0,1.0,1
2.0,9.0,1.0,0.0,4.0,3.0,3.0,5.0,3.0,0.0,0
12.0,7.0,2.0,2.0,9.0,7.0,3.0,7.0,2.0,5.0,0
21.0,17.0,6.0,4.0,22.0,15.0,12.0,15.0,5.0,5.0,1
36.0,23.0,10.0,9.0,7.0,1.0,1.0,2.0,2.0,0.0,1
28.0,17.0,8.0,11.0,10.0,4.0,4.0,8.0,6.0,1.0,1
2.0,9.0,1.0,0.0,4.0,3.0,3.0,5.0,3.0,0.0,0
12.0,7.0,2.0,2.0,9.0,7.0,3.0,7.0,2.0,5.0,0
21.0,17.0,6.0,4.0,22.0,15.0,12.0,15.0,5.0,5.0,1
3.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,0
10.0,13.0,2.0,3.0,4.0,4.0,2.0,1.0,5.0,1.0,0
18.0,10.0,5.0,2.0,14.0,4.0,4.0,7.0,8.0,1.0,0
13.0,13.0,7.0,3.0,11.0,2.0,7.0,5.0,3.0,4.0,1
123.0,89.0,61.0,49.0,54.0,35.0,29.0,31.0,34.0,6.0,1
18.0,10.0,5.0,2.0,14.0,4.0,4.0,7.0,8.0,1.0,0
29.0,26.0,16.0,5.0,28.0,14.0,13.0,20.0,5.0,6.0,0
143.0,120.0,67.0,47.0,94.0,61.0,47.0,54.0,18.0,21.0,1
36.0,29.0,23.0,8.0,27.0,17.0,11.0,21.0,10.0,5.0,1
46.0,39.0,14.0,11.0,22.0,11.0,5.0,12.0,12.0,2.0,0
43.0,36.0,13.0,10.0,18.0,9.0,4.0,10.0,11.0,2.0,0
8.0,6.0,2.0,2.0,10.0,6.0,1.0,4.0,5.0,2.0,1
49.0,41.0,16.0,12.0,24.0,12.0,5.0,13.0,12.0,2.0,0
9.0,8.0,2.0,2.0,7.0,5.0,2.0,5.0,6.0,1.0,0
14.0,10.0,8.0,7.0,13.0,9.0,9.0,8.0,7.0,1.0,1
12.0,7.0,2.0,2.0,9.0,7.0,3.0,7.0,2.0,5.0,0
11.0,10.0,6.0,1.0,1.0,0.0,5.0,4.0,2.0,0.0,0
75.0,69.0,37.0,11.0,8.0,1.0,16.0,18.0,37.0,2.0,0
14.0,10.0,5.0,2.0,10.0,4.0,5.0,5.0,5.0,1.0,1
5.0,1.0,1.0,0.0,7.0,3.0,2.0,6.0,2.0,4.0,0
17.0,14.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,1
65.0,61.0,35.0,21.0,45.0,19.0,34.0,40.0,13.0,9.0,1
47.0,26.0,18.0,14.0,25.0,13.0,11.0,13.0,14.0,7.0,1
53.0,29.0,23.0,21.0,38.0,9.0,22.0,14.0,20.0,7.0,1
25.0,23.0,13.0,7.0,15.0,12.0,12.0,8.0,9.0,3.0,1
53.0,29.0,23.0,21.0,38.0,9.0,22.0,14.0,20.0,7.0,1
25.0,23.0,13.0,7.0,15.0,12.0,12.0,8.0,9.0,3.0,1
1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
17.0,11.0,5.0,2.0,16.0,13.0,8.0,7.0,12.0,2.0,1
67.0,44.0,27.0,19.0,38.0,22.0,7.0,13.0,15.0,3.0,1
53.0,43.0,15.0,12.0,27.0,13.0,7.0,13.0,18.0,2.0,0
3.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,0.0,0
15.0,8.0,5.0,2.0,5.0,3.0,1.0,2.0,3.0,2.0,1
7.0,6.0,7.0,1.0,4.0,0.0,2.0,3.0,2.0,1.0,0
50.0,31.0,18.0,13.0,14.0,8.0,6.0,7.0,13.0,3.0,1
104.0,76.0,50.0,36.0,48.0,25.0,25.0,21.0,15.0,10.0,1
109.0,89.0,32.0,33.0,39.0,22.0,24.0,22.0,33.0,9.0,1
67.0,44.0,27.0,19.0,38.0,22.0,7.0,13.0,15.0,3.0,1
53.0,43.0,15.0,12.0,27.0,13.0,7.0,13.0,18.0,2.0,0
68.0,46.0,35.0,23.0,46.0,25.0,34.0,35.0,16.0,6.0,1
0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
9.0,7.0,2.0,1.0,4.0,2.0,2.0,3.0,5.0,1.0,0
62.0,49.0,22.0,13.0,23.0,18.0,8.0,21.0,3.0,6.0,1
10.0,8.0,1.0,1.0,5.0,5.0,2.0,4.0,8.0,1.0,0
10.0,9.0,5.0,2.0,13.0,5.0,4.0,4.0,6.0,2.0,1
99.0,67.0,52.0,32.0,51.0,35.0,17.0,27.0,25.0,6.0,1
15.0,8.0,4.0,3.0,14.0,6.0,7.0,7.0,6.0,6.0,0
9.0,11.0,4.0,3.0,4.0,4.0,3.0,4.0,6.0,2.0,0
171.0,170.0,61.0,36.0,107.0,62.0,52.0,48.0,58.0,29.0,0
135.0,93.0,67.0,46.0,66.0,41.0,22.0,32.0,40.0,7.0,1
16.0,14.0,5.0,1.0,12.0,7.0,7.0,10.0,5.0,2.0,0
39.0,31.0,16.0,6.0,18.0,6.0,4.0,8.0,10.0,2.0,0
16.0,12.0,7.0,7.0,8.0,5.0,4.0,7.0,7.0,1.0,1
43.0,38.0,14.0,9.0,18.0,10.0,5.0,11.0,11.0,1.0,0
40.0,33.0,15.0,12.0,16.0,10.0,8.0,11.0,7.0,3.0,1
10.0,8.0,1.0,1.0,5.0,5.0,2.0,4.0,8.0,1.0,0
10.0,9.0,5.0,2.0,13.0,5.0,4.0,4.0,6.0,2.0,1
37.0,31.0,18.0,10.0,43.0,15.0,7.0,13.0,8.0,3.0,1
190.0,128.0,59.0,45.0,112.0,46.0,33.0,59.0,30.0,21.0,1
52.0,69.0,30.0,9.0,21.0,7.0,17.0,18.0,21.0,3.0,0
36.0,32.0,19.0,14.0,14.0,9.0,6.0,9.0,23.0,2.0,1
44.0,28.0,20.0,6.0,12.0,2.0,4.0,9.0,2.0,1.0,1
279.0,252.0,88.0,50.0,153.0,74.0,77.0,100.0,99.0,29.0,0
45.0,38.0,13.0,9.0,21.0,10.0,6.0,11.0,13.0,2.0,0
33.0,13.0,5.0,6.0,4.0,3.0,2.0,2.0,4.0,1.0,1
45.0,38.0,13.0,9.0,21.0,10.0,6.0,11.0,13.0,2.0,0
33.0,13.0,5.0,6.0,4.0,3.0,2.0,2.0,4.0,1.0,1
14.0,12.0,5.0,0.0,7.0,5.0,2.0,5.0,2.0,1.0,1
9.0,5.0,3.0,3.0,1.0,1.0,0.0,1.0,5.0,0.0,0
86.0,50.0,30.0,31.0,29.0,17.0,23.0,19.0,12.0,8.0,1
86.0,49.0,20.0,15.0,11.0,8.0,10.0,6.0,8.0,3.0,1
13.0,8.0,9.0,1.0,14.0,8.0,8.0,13.0,1.0,3.0,0
59.0,41.0,18.0,16.0,27.0,17.0,11.0,9.0,33.0,6.0,0
30.0,22.0,7.0,6.0,21.0,7.0,7.0,12.0,9.0,5.0,0
35.0,27.0,13.0,7.0,6.0,5.0,4.0,4.0,3.0,3.0,1
17.0,9.0,4.0,2.0,15.0,11.0,4.0,7.0,6.0,3.0,0
27.0,18.0,6.0,3.0,17.0,13.0,8.0,12.0,2.0,3.0,0
28.0,11.0,2.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,0
38.0,29.0,9.0,10.0,11.0,6.0,4.0,7.0,14.0,4.0,0
24.0,19.0,11.0,10.0,28.0,20.0,6.0,6.0,6.0,3.0,1
37.0,24.0,9.0,4.0,11.0,2.0,8.0,12.0,17.0,1.0,0
42.0,38.0,9.0,10.0,19.0,13.0,3.0,4.0,20.0,5.0,0
5.0,4.0,3.0,2.0,12.0,7.0,7.0,10.0,1.0,6.0,0
12.0,4.0,4.0,0.0,34.0,22.0,16.0,17.0,1.0,13.0,0
14.0,8.0,4.0,2.0,11.0,4.0,2.0,5.0,4.0,1.0,0
30.0,17.0,6.0,3.0,9.0,3.0,6.0,9.0,9.0,2.0,0
2.0,1.0,4.0,1.0,7.0,4.0,1.0,4.0,0.0,1.0,0
75.0,59.0,22.0,18.0,44.0,19.0,19.0,30.0,22.0,7.0,1
55.0,37.0,35.0,14.0,44.0,23.0,23.0,21.0,14.0,9.0,1
15.0,12.0,6.0,5.0,10.0,2.0,4.0,6.0,10.0,1.0,0
28.0,23.0,11.0,9.0,18.0,5.0,8.0,16.0,4.0,1.0,0
50.0,22.0,15.0,5.0,24.0,10.0,9.0,16.0,18.0,8.0,0
18.0,10.0,6.0,1.0,22.0,8.0,3.0,12.0,3.0,6.0,0
16.0,9.0,6.0,6.0,8.0,3.0,6.0,7.0,4.0,1.0,0
21.0,15.0,10.0,3.0,14.0,8.0,7.0,9.0,12.0,5.0,0
7.0,7.0,4.0,4.0,2.0,1.0,1.0,2.0,5.0,1.0,0
125.0,83.0,52.0,37.0,54.0,38.0,20.0,25.0,35.0,7.0,1
13.0,8.0,9.0,1.0,14.0,8.0,8.0,13.0,1.0,3.0,0
59.0,41.0,18.0,16.0,27.0,17.0,11.0,9.0,33.0,6.0,0
30.0,22.0,7.0,6.0,21.0,7.0,7.0,12.0,9.0,5.0,0
35.0,27.0,13.0,7.0,6.0,5.0,4.0,4.0,3.0,3.0,1
13.0,11.0,3.0,2.0,9.0,5.0,4.0,2.0,6.0,3.0,0
21.0,12.0,6.0,6.0,13.0,10.0,3.0,9.0,2.0,2.0,1
51.0,41.0,20.0,13.0,23.0,15.0,15.0,14.0,11.0,3.0,1
41.0,27.0,11.0,8.0,12.0,7.0,5.0,9.0,1.0,2.0,1
96.0,48.0,42.0,32.0,36.0,24.0,7.0,15.0,12.0,3.0,1
39.0,31.0,16.0,6.0,18.0,6.0,4.0,8.0,10.0,2.0,0
12.0,8.0,3.0,0.0,8.0,4.0,4.0,4.0,3.0,2.0,1
157.0,130.0,79.0,21.0,90.0,63.0,19.0,28.0,29.0,15.0,0
171.0,107.0,80.0,48.0,96.0,46.0,44.0,57.0,30.0,21.0,1
14.0,9.0,5.0,4.0,12.0,4.0,6.0,10.0,3.0,5.0,0
21.0,12.0,6.0,6.0,13.0,10.0,3.0,9.0,2.0,2.0,1
41.0,27.0,11.0,8.0,12.0,7.0,5.0,9.0,1.0,2.0,1
51.0,41.0,20.0,13.0,23.0,15.0,15.0,14.0,11.0,3.0,1
85.0,58.0,43.0,24.0,88.0,54.0,34.0,31.0,19.0,15.0,1
14.0,8.0,2.0,1.0,11.0,5.0,5.0,5.0,2.0,1.0,1
11.0,6.0,3.0,3.0,5.0,2.0,2.0,5.0,2.0,2.0,1
59.0,37.0,34.0,20.0,20.0,13.0,12.0,18.0,13.0,0.0,1
1.0,1.0,3.0,1.0,6.0,3.0,1.0,3.0,1.0,1.0,0
25.0,15.0,14.0,5.0,20.0,12.0,10.0,17.0,10.0,5.0,1
80.0,52.0,26.0,6.0,30.0,10.0,11.0,13.0,16.0,4.0,1
12.0,9.0,5.0,4.0,4.0,3.0,3.0,3.0,8.0,1.0,0
11.0,8.0,5.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0,1
38.0,37.0,25.0,11.0,18.0,12.0,10.0,8.0,8.0,2.0,1
20.0,13.0,6.0,7.0,6.0,3.0,3.0,4.0,11.0,1.0,0
15.0,11.0,4.0,1.0,16.0,6.0,5.0,5.0,5.0,1.0,0
28.0,23.0,9.0,2.0,35.0,23.0,1.0,3.0,4.0,1.0,1
10.0,16.0,3.0,3.0,4.0,1.0,1.0,2.0,5.0,3.0,1
14.0,8.0,2.0,1.0,11.0,5.0,5.0,5.0,2.0,1.0,1
85.0,58.0,43.0,24.0,88.0,54.0,34.0,31.0,19.0,15.0,1
11.0,6.0,3.0,3.0,5.0,2.0,2.0,5.0,2.0,2.0,1
84.0,68.0,21.0,8.0,35.0,8.0,12.0,15.0,16.0,5.0,0
52.0,23.0,22.0,8.0,15.0,14.0,2.0,0.0,2.0,0.0,1
75.0,43.0,34.0,27.0,47.0,29.0,10.0,13.0,13.0,2.0,0
50.0,43.0,15.0,12.0,18.0,9.0,4.0,11.0,13.0,2.0,0
50.0,43.0,15.0,12.0,18.0,9.0,4.0,11.0,13.0,2.0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
10.0,13.0,4.0,2.0,16.0,7.0,5.0,7.0,5.0,3.0,1
7.0,4.0,3.0,2.0,7.0,4.0,3.0,12.0,1.0,2.0,1
16.0,18.0,9.0,4.0,32.0,15.0,17.0,21.0,24.0,10.0,1
10.0,9.0,3.0,3.0,8.0,4.0,3.0,4.0,3.0,2.0,1
19.0,9.0,11.0,2.0,4.0,2.0,4.0,6.0,3.0,2.0,0
13.0,10.0,4.0,0.0,9.0,2.0,0.0,4.0,2.0,0.0,0
23.0,14.0,9.0,10.0,13.0,7.0,5.0,4.0,6.0,3.0,1
0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
14.0,14.0,16.0,4.0,17.0,11.0,4.0,9.0,3.0,1.0,0
47.0,36.0,16.0,9.0,15.0,6.0,3.0,10.0,11.0,1.0,0
15.0,9.0,4.0,6.0,5.0,1.0,4.0,6.0,8.0,1.0,0
8.0,4.0,0.0,0.0,5.0,1.0,0.0,1.0,3.0,0.0,1
59.0,45.0,24.0,14.0,26.0,10.0,6.0,9.0,7.0,2.0,1
23.0,14.0,9.0,10.0,13.0,7.0,5.0,4.0,6.0,3.0,1
13.0,9.0,5.0,3.0,4.0,1.0,2.0,3.0,6.0,3.0,0
49.0,41.0,16.0,12.0,24.0,12.0,5.0,13.0,12.0,2.0,0
27.0,20.0,16.0,8.0,12.0,6.0,4.0,4.0,6.0,0.0,1
46.0,39.0,14.0,11.0,22.0,11.0,5.0,12.0,12.0,2.0,0
13.0,9.0,5.0,3.0,4.0,1.0,2.0,3.0,6.0,3.0,0
49.0,41.0,16.0,12.0,24.0,12.0,5.0,13.0,12.0,2.0,0
46.0,39.0,14.0,11.0,22.0,11.0,5.0,12.0,12.0,2.0,0
27.0,20.0,16.0,8.0,12.0,6.0,4.0,4.0,6.0,0.0,1
7.0,2.0,3.0,1.0,12.0,1.0,1.0,4.0,1.0,1.0,0
26.0,15.0,5.0,4.0,9.0,3.0,8.0,5.0,13.0,6.0,0
6.0,9.0,3.0,1.0,8.0,4.0,3.0,3.0,3.0,1.0,1
1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0
26.0,25.0,20.0,8.0,38.0,13.0,31.0,35.0,3.0,4.0,1
45.0,38.0,13.0,9.0,21.0,10.0,6.0,11.0,13.0,2.0,0
14.0,12.0,6.0,2.0,2.0,1.0,1.0,3.0,5.0,0.0,1
8.0,5.0,4.0,0.0,12.0,1.0,2.0,5.0,2.0,4.0,0
41.0,43.0,19.0,9.0,46.0,22.0,20.0,14.0,13.0,3.0,0
35.0,29.0,11.0,10.0,2.0,0.0,2.0,2.0,0.0,0.0,1
138.0,97.0,68.0,42.0,84.0,46.0,41.0,41.0,39.0,15.0,1
26.0,13.0,5.0,2.0,1.0,0.0,0.0,1.0,13.0,0.0,0
47.0,31.0,26.0,11.0,39.0,22.0,11.0,20.0,7.0,3.0,1
4.0,3.0,6.0,2.0,12.0,10.0,6.0,5.0,4.0,2.0,0
9.0,4.0,1.0,0.0,4.0,2.0,0.0,1.0,2.0,0.0,1
46.0,38.0,13.0,9.0,21.0,10.0,6.0,11.0,13.0,2.0,0
4.0,3.0,6.0,2.0,12.0,10.0,6.0,5.0,4.0,2.0,0
47.0,31.0,26.0,11.0,39.0,22.0,11.0,20.0,7.0,3.0,1
46.0,38.0,13.0,9.0,21.0,10.0,6.0,11.0,13.0,2.0,0
