,positive,trust,anticipation,joy,negative,sadness,anger,fear,surprise,disgust,outcome
561,24.0,19.0,11.0,10.0,28.0,20.0,6.0,6.0,6.0,3.0,1
562,37.0,24.0,9.0,4.0,11.0,2.0,8.0,12.0,17.0,1.0,0
563,42.0,38.0,9.0,10.0,19.0,13.0,3.0,4.0,20.0,5.0,0
564,5.0,4.0,3.0,2.0,12.0,7.0,7.0,10.0,1.0,6.0,0
565,12.0,4.0,4.0,0.0,34.0,22.0,16.0,17.0,1.0,13.0,0
566,14.0,8.0,4.0,2.0,11.0,4.0,2.0,5.0,4.0,1.0,0
567,30.0,17.0,6.0,3.0,9.0,3.0,6.0,9.0,9.0,2.0,0
568,2.0,1.0,4.0,1.0,7.0,4.0,1.0,4.0,0.0,1.0,0
569,75.0,59.0,22.0,18.0,44.0,19.0,19.0,30.0,22.0,7.0,1
570,55.0,37.0,35.0,14.0,44.0,23.0,23.0,21.0,14.0,9.0,1
571,15.0,12.0,6.0,5.0,10.0,2.0,4.0,6.0,10.0,1.0,0
572,28.0,23.0,11.0,9.0,18.0,5.0,8.0,16.0,4.0,1.0,0
573,50.0,22.0,15.0,5.0,24.0,10.0,9.0,16.0,18.0,8.0,0
574,18.0,10.0,6.0,1.0,22.0,8.0,3.0,12.0,3.0,6.0,0
575,16.0,9.0,6.0,6.0,8.0,3.0,6.0,7.0,4.0,1.0,0
576,21.0,15.0,10.0,3.0,14.0,8.0,7.0,9.0,12.0,5.0,0
577,7.0,7.0,4.0,4.0,2.0,1.0,1.0,2.0,5.0,1.0,0
578,125.0,83.0,52.0,37.0,54.0,38.0,20.0,25.0,35.0,7.0,1
579,13.0,8.0,9.0,1.0,14.0,8.0,8.0,13.0,1.0,3.0,0
580,59.0,41.0,18.0,16.0,27.0,17.0,11.0,9.0,33.0,6.0,0
581,30.0,22.0,7.0,6.0,21.0,7.0,7.0,12.0,9.0,5.0,0
582,35.0,27.0,13.0,7.0,6.0,5.0,4.0,4.0,3.0,3.0,1
583,13.0,11.0,3.0,2.0,9.0,5.0,4.0,2.0,6.0,3.0,0
584,21.0,12.0,6.0,6.0,13.0,10.0,3.0,9.0,2.0,2.0,1
585,51.0,41.0,20.0,13.0,23.0,15.0,15.0,14.0,11.0,3.0,1
586,41.0,27.0,11.0,8.0,12.0,7.0,5.0,9.0,1.0,2.0,1
587,96.0,48.0,42.0,32.0,36.0,24.0,7.0,15.0,12.0,3.0,1
588,39.0,31.0,16.0,6.0,18.0,6.0,4.0,8.0,10.0,2.0,0
589,12.0,8.0,3.0,0.0,8.0,4.0,4.0,4.0,3.0,2.0,1
590,157.0,130.0,79.0,21.0,90.0,63.0,19.0,28.0,29.0,15.0,0
591,171.0,107.0,80.0,48.0,96.0,46.0,44.0,57.0,30.0,21.0,1
592,14.0,9.0,5.0,4.0,12.0,4.0,6.0,10.0,3.0,5.0,0
593,21.0,12.0,6.0,6.0,13.0,10.0,3.0,9.0,2.0,2.0,1
594,41.0,27.0,11.0,8.0,12.0,7.0,5.0,9.0,1.0,2.0,1
595,51.0,41.0,20.0,13.0,23.0,15.0,15.0,14.0,11.0,3.0,1
596,85.0,58.0,43.0,24.0,88.0,54.0,34.0,31.0,19.0,15.0,1
597,14.0,8.0,2.0,1.0,11.0,5.0,5.0,5.0,2.0,1.0,1
598,11.0,6.0,3.0,3.0,5.0,2.0,2.0,5.0,2.0,2.0,1
599,59.0,37.0,34.0,20.0,20.0,13.0,12.0,18.0,13.0,0.0,1
600,1.0,1.0,3.0,1.0,6.0,3.0,1.0,3.0,1.0,1.0,0
601,25.0,15.0,14.0,5.0,20.0,12.0,10.0,17.0,10.0,5.0,1
602,80.0,52.0,26.0,6.0,30.0,10.0,11.0,13.0,16.0,4.0,1
603,12.0,9.0,5.0,4.0,4.0,3.0,3.0,3.0,8.0,1.0,0
604,11.0,8.0,5.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0,1
605,38.0,37.0,25.0,11.0,18.0,12.0,10.0,8.0,8.0,2.0,1
606,20.0,13.0,6.0,7.0,6.0,3.0,3.0,4.0,11.0,1.0,0
607,15.0,11.0,4.0,1.0,16.0,6.0,5.0,5.0,5.0,1.0,0
608,28.0,23.0,9.0,2.0,35.0,23.0,1.0,3.0,4.0,1.0,1
609,10.0,16.0,3.0,3.0,4.0,1.0,1.0,2.0,5.0,3.0,1
610,14.0,8.0,2.0,1.0,11.0,5.0,5.0,5.0,2.0,1.0,1
611,85.0,58.0,43.0,24.0,88.0,54.0,34.0,31.0,19.0,15.0,1
612,11.0,6.0,3.0,3.0,5.0,2.0,2.0,5.0,2.0,2.0,1
613,84.0,68.0,21.0,8.0,35.0,8.0,12.0,15.0,16.0,5.0,0
614,52.0,23.0,22.0,8.0,15.0,14.0,2.0,0.0,2.0,0.0,1
615,75.0,43.0,34.0,27.0,47.0,29.0,10.0,13.0,13.0,2.0,0
616,50.0,43.0,15.0,12.0,18.0,9.0,4.0,11.0,13.0,2.0,0
617,50.0,43.0,15.0,12.0,18.0,9.0,4.0,11.0,13.0,2.0,0
618,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
619,10.0,13.0,4.0,2.0,16.0,7.0,5.0,7.0,5.0,3.0,1
620,7.0,4.0,3.0,2.0,7.0,4.0,3.0,12.0,1.0,2.0,1
621,16.0,18.0,9.0,4.0,32.0,15.0,17.0,21.0,24.0,10.0,1
622,10.0,9.0,3.0,3.0,8.0,4.0,3.0,4.0,3.0,2.0,1
623,19.0,9.0,11.0,2.0,4.0,2.0,4.0,6.0,3.0,2.0,0
624,13.0,10.0,4.0,0.0,9.0,2.0,0.0,4.0,2.0,0.0,0
625,23.0,14.0,9.0,10.0,13.0,7.0,5.0,4.0,6.0,3.0,1
626,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
627,14.0,14.0,16.0,4.0,17.0,11.0,4.0,9.0,3.0,1.0,0
628,47.0,36.0,16.0,9.0,15.0,6.0,3.0,10.0,11.0,1.0,0
629,15.0,9.0,4.0,6.0,5.0,1.0,4.0,6.0,8.0,1.0,0
630,8.0,4.0,0.0,0.0,5.0,1.0,0.0,1.0,3.0,0.0,1
631,59.0,45.0,24.0,14.0,26.0,10.0,6.0,9.0,7.0,2.0,1
632,23.0,14.0,9.0,10.0,13.0,7.0,5.0,4.0,6.0,3.0,1
633,13.0,9.0,5.0,3.0,4.0,1.0,2.0,3.0,6.0,3.0,0
634,49.0,41.0,16.0,12.0,24.0,12.0,5.0,13.0,12.0,2.0,0
635,27.0,20.0,16.0,8.0,12.0,6.0,4.0,4.0,6.0,0.0,1
636,46.0,39.0,14.0,11.0,22.0,11.0,5.0,12.0,12.0,2.0,0
637,13.0,9.0,5.0,3.0,4.0,1.0,2.0,3.0,6.0,3.0,0
638,49.0,41.0,16.0,12.0,24.0,12.0,5.0,13.0,12.0,2.0,0
639,46.0,39.0,14.0,11.0,22.0,11.0,5.0,12.0,12.0,2.0,0
640,27.0,20.0,16.0,8.0,12.0,6.0,4.0,4.0,6.0,0.0,1
641,7.0,2.0,3.0,1.0,12.0,1.0,1.0,4.0,1.0,1.0,0
642,26.0,15.0,5.0,4.0,9.0,3.0,8.0,5.0,13.0,6.0,0
643,6.0,9.0,3.0,1.0,8.0,4.0,3.0,3.0,3.0,1.0,1
644,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0
645,26.0,25.0,20.0,8.0,38.0,13.0,31.0,35.0,3.0,4.0,1
646,45.0,38.0,13.0,9.0,21.0,10.0,6.0,11.0,13.0,2.0,0
647,14.0,12.0,6.0,2.0,2.0,1.0,1.0,3.0,5.0,0.0,1
648,8.0,5.0,4.0,0.0,12.0,1.0,2.0,5.0,2.0,4.0,0
649,41.0,43.0,19.0,9.0,46.0,22.0,20.0,14.0,13.0,3.0,0
650,35.0,29.0,11.0,10.0,2.0,0.0,2.0,2.0,0.0,0.0,1
651,138.0,97.0,68.0,42.0,84.0,46.0,41.0,41.0,39.0,15.0,1
652,26.0,13.0,5.0,2.0,1.0,0.0,0.0,1.0,13.0,0.0,0
653,47.0,31.0,26.0,11.0,39.0,22.0,11.0,20.0,7.0,3.0,1
654,4.0,3.0,6.0,2.0,12.0,10.0,6.0,5.0,4.0,2.0,0
655,9.0,4.0,1.0,0.0,4.0,2.0,0.0,1.0,2.0,0.0,1
656,46.0,38.0,13.0,9.0,21.0,10.0,6.0,11.0,13.0,2.0,0
657,4.0,3.0,6.0,2.0,12.0,10.0,6.0,5.0,4.0,2.0,0
658,47.0,31.0,26.0,11.0,39.0,22.0,11.0,20.0,7.0,3.0,1
659,46.0,38.0,13.0,9.0,21.0,10.0,6.0,11.0,13.0,2.0,0
660,9.0,4.0,1.0,0.0,4.0,2.0,0.0,1.0,2.0,0.0,1
661,185.0,174.0,76.0,52.0,81.0,53.0,42.0,37.0,44.0,9.0,0
662,25.0,18.0,9.0,6.0,30.0,17.0,15.0,24.0,5.0,9.0,1
663,134.0,111.0,64.0,52.0,95.0,48.0,52.0,50.0,40.0,23.0,1
664,25.0,13.0,11.0,8.0,14.0,4.0,2.0,1.0,6.0,0.0,1
665,597.0,482.0,288.0,191.0,314.0,170.0,150.0,169.0,156.0,56.0,1
666,667.0,536.0,238.0,168.0,277.0,150.0,126.0,162.0,125.0,74.0,0
667,45.0,37.0,18.0,11.0,42.0,14.0,21.0,13.0,29.0,15.0,1
668,10.0,8.0,1.0,1.0,5.0,2.0,3.0,3.0,3.0,1.0,1
669,10.0,6.0,7.0,6.0,6.0,6.0,5.0,0.0,5.0,0.0,1
670,72.0,52.0,28.0,10.0,25.0,5.0,6.0,13.0,5.0,3.0,1
671,86.0,49.0,47.0,31.0,45.0,20.0,27.0,28.0,32.0,8.0,1
672,14.0,14.0,10.0,3.0,10.0,5.0,1.0,8.0,2.0,1.0,0
673,10.0,9.0,3.0,0.0,4.0,3.0,2.0,3.0,4.0,2.0,0
674,6.0,3.0,4.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0
675,141.0,147.0,140.0,34.0,165.0,104.0,29.0,121.0,20.0,14.0,0
676,36.0,33.0,12.0,6.0,21.0,7.0,12.0,19.0,16.0,5.0,1
677,10.0,8.0,1.0,1.0,5.0,2.0,3.0,3.0,3.0,1.0,1
678,10.0,6.0,7.0,6.0,6.0,6.0,5.0,0.0,5.0,0.0,1
679,72.0,52.0,28.0,10.0,25.0,5.0,6.0,13.0,5.0,3.0,1
680,86.0,49.0,47.0,31.0,45.0,20.0,27.0,28.0,32.0,8.0,1
681,14.0,14.0,10.0,3.0,10.0,5.0,1.0,8.0,2.0,1.0,0
682,13.0,8.0,6.0,3.0,10.0,6.0,3.0,6.0,4.0,2.0,1
683,4.0,1.0,4.0,0.0,9.0,5.0,1.0,5.0,0.0,1.0,0
684,8.0,8.0,3.0,0.0,6.0,2.0,3.0,2.0,1.0,0.0,0
685,3.0,2.0,3.0,0.0,5.0,3.0,0.0,3.0,0.0,0.0,0
686,7.0,10.0,2.0,1.0,13.0,2.0,7.0,6.0,3.0,3.0,0
687,8.0,8.0,3.0,0.0,6.0,2.0,3.0,2.0,1.0,0.0,0
688,3.0,2.0,3.0,0.0,5.0,3.0,0.0,3.0,0.0,0.0,0
689,7.0,10.0,2.0,1.0,13.0,2.0,7.0,6.0,3.0,3.0,0
690,11.0,9.0,11.0,1.0,12.0,5.0,1.0,6.0,2.0,0.0,0
691,19.0,28.0,11.0,2.0,16.0,5.0,3.0,9.0,4.0,3.0,0
692,12.0,16.0,14.0,2.0,15.0,8.0,1.0,10.0,4.0,0.0,0
693,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
694,120.0,84.0,63.0,48.0,66.0,32.0,37.0,37.0,30.0,14.0,1
695,12.0,14.0,7.0,2.0,14.0,4.0,9.0,6.0,11.0,3.0,0
696,11.0,6.0,4.0,1.0,1.0,0.0,0.0,2.0,6.0,1.0,0
697,143.0,93.0,71.0,45.0,84.0,39.0,40.0,40.0,38.0,16.0,1
698,16.0,9.0,10.0,5.0,12.0,12.0,8.0,3.0,3.0,1.0,1
699,17.0,9.0,8.0,4.0,10.0,4.0,5.0,3.0,5.0,0.0,1
700,6.0,3.0,6.0,0.0,3.0,0.0,7.0,4.0,2.0,1.0,0
701,50.0,45.0,17.0,10.0,23.0,11.0,5.0,11.0,14.0,2.0,0
702,9.0,7.0,5.0,5.0,10.0,7.0,6.0,4.0,6.0,5.0,0
703,42.0,30.0,13.0,13.0,31.0,15.0,21.0,23.0,6.0,10.0,0
704,225.0,119.0,90.0,49.0,82.0,34.0,20.0,35.0,29.0,20.0,0
705,27.0,18.0,10.0,9.0,17.0,9.0,5.0,5.0,4.0,6.0,0
706,338.0,281.0,104.0,71.0,140.0,84.0,40.0,52.0,49.0,18.0,0
707,16.0,9.0,10.0,5.0,12.0,12.0,8.0,3.0,3.0,1.0,1
708,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0
709,29.0,27.0,17.0,14.0,10.0,8.0,6.0,9.0,6.0,3.0,1
710,12.0,10.0,3.0,4.0,4.0,4.0,1.0,3.0,7.0,2.0,0
711,8.0,6.0,7.0,2.0,7.0,4.0,2.0,4.0,6.0,0.0,0
712,13.0,4.0,5.0,1.0,8.0,3.0,3.0,5.0,3.0,0.0,1
713,45.0,38.0,13.0,9.0,21.0,10.0,6.0,11.0,13.0,2.0,0
714,25.0,28.0,13.0,5.0,23.0,7.0,11.0,12.0,5.0,6.0,0
715,32.0,16.0,7.0,3.0,15.0,5.0,7.0,10.0,8.0,3.0,0
716,3.0,2.0,3.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0
717,3.0,4.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,0
718,20.0,4.0,1.0,1.0,5.0,5.0,0.0,1.0,0.0,0.0,1
719,98.0,59.0,41.0,31.0,37.0,25.0,17.0,18.0,22.0,6.0,1
720,19.0,11.0,9.0,5.0,25.0,4.0,12.0,20.0,7.0,2.0,1
721,8.0,8.0,5.0,2.0,5.0,2.0,3.0,4.0,6.0,0.0,0
722,19.0,11.0,6.0,3.0,8.0,3.0,1.0,5.0,0.0,6.0,1
723,14.0,7.0,3.0,4.0,6.0,2.0,1.0,3.0,3.0,0.0,0
724,9.0,10.0,3.0,2.0,6.0,4.0,1.0,3.0,4.0,0.0,0
725,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
726,44.0,10.0,7.0,5.0,6.0,1.0,2.0,3.0,4.0,0.0,1
727,17.0,7.0,5.0,6.0,8.0,7.0,5.0,3.0,5.0,2.0,1
728,183.0,113.0,83.0,55.0,99.0,53.0,31.0,47.0,37.0,19.0,1
729,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0
730,13.0,10.0,5.0,4.0,6.0,4.0,4.0,7.0,10.0,3.0,0
731,15.0,10.0,5.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,0
732,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
733,44.0,10.0,7.0,5.0,6.0,1.0,2.0,3.0,4.0,0.0,1
734,8.0,8.0,3.0,1.0,5.0,2.0,1.0,2.0,5.0,2.0,1
735,9.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,1
736,14.0,10.0,4.0,2.0,7.0,1.0,2.0,5.0,5.0,1.0,0
737,93.0,59.0,31.0,24.0,56.0,27.0,20.0,36.0,18.0,8.0,1
738,6.0,5.0,1.0,1.0,5.0,3.0,3.0,3.0,1.0,5.0,1
739,16.0,8.0,6.0,2.0,4.0,0.0,1.0,4.0,4.0,1.0,0
740,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
741,9.0,5.0,1.0,0.0,6.0,3.0,2.0,3.0,4.0,3.0,0
742,8.0,8.0,3.0,1.0,5.0,2.0,1.0,2.0,5.0,2.0,1
743,9.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,1
744,14.0,10.0,4.0,2.0,7.0,1.0,2.0,5.0,5.0,1.0,0
745,137.0,89.0,64.0,40.0,67.0,30.0,35.0,27.0,32.0,9.0,1
746,17.0,16.0,2.0,1.0,9.0,0.0,1.0,2.0,10.0,0.0,0
747,37.0,31.0,16.0,12.0,38.0,21.0,28.0,31.0,26.0,11.0,1
748,50.0,50.0,10.0,13.0,41.0,13.0,10.0,25.0,48.0,7.0,1
749,15.0,12.0,6.0,5.0,10.0,2.0,4.0,6.0,10.0,1.0,0
750,6.0,7.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0
751,37.0,24.0,9.0,4.0,11.0,2.0,8.0,12.0,17.0,1.0,0
752,23.0,19.0,8.0,10.0,31.0,8.0,16.0,25.0,6.0,3.0,0
753,2.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0
754,30.0,29.0,13.0,14.0,25.0,13.0,15.0,16.0,18.0,7.0,0
755,43.0,48.0,9.0,10.0,27.0,17.0,18.0,18.0,17.0,5.0,1
756,4.0,6.0,0.0,0.0,16.0,11.0,11.0,1.0,16.0,10.0,0
757,33.0,33.0,10.0,8.0,7.0,6.0,3.0,3.0,13.0,2.0,0
758,21.0,22.0,9.0,7.0,17.0,9.0,8.0,8.0,8.0,4.0,0
759,18.0,19.0,5.0,6.0,5.0,4.0,4.0,1.0,7.0,1.0,0
760,11.0,5.0,1.0,2.0,6.0,0.0,2.0,3.0,0.0,0.0,0
761,48.0,36.0,18.0,27.0,12.0,7.0,6.0,11.0,15.0,3.0,0
762,16.0,18.0,4.0,3.0,15.0,2.0,2.0,3.0,6.0,1.0,0
763,26.0,16.0,8.0,5.0,9.0,3.0,4.0,7.0,2.0,1.0,1
764,17.0,10.0,6.0,5.0,7.0,7.0,3.0,4.0,6.0,2.0,1
765,18.0,21.0,10.0,7.0,18.0,18.0,0.0,2.0,1.0,0.0,0
766,21.0,15.0,10.0,4.0,15.0,6.0,8.0,9.0,4.0,3.0,0
767,37.0,31.0,16.0,12.0,38.0,21.0,28.0,31.0,26.0,11.0,1
768,50.0,50.0,10.0,13.0,41.0,13.0,10.0,25.0,48.0,7.0,1
769,15.0,12.0,6.0,5.0,10.0,2.0,4.0,6.0,10.0,1.0,0
770,6.0,7.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0
771,37.0,24.0,9.0,4.0,11.0,2.0,8.0,12.0,17.0,1.0,0
772,23.0,19.0,8.0,10.0,31.0,8.0,16.0,25.0,6.0,3.0,0
773,2.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0
774,30.0,29.0,13.0,14.0,25.0,13.0,15.0,16.0,18.0,7.0,0
775,43.0,48.0,9.0,10.0,27.0,17.0,18.0,18.0,17.0,5.0,1
776,4.0,6.0,0.0,0.0,16.0,11.0,11.0,1.0,16.0,10.0,0
777,21.0,12.0,7.0,3.0,5.0,1.0,0.0,4.0,0.0,0.0,1
778,41.0,28.0,12.0,9.0,42.0,26.0,18.0,18.0,7.0,15.0,0
779,10.0,4.0,5.0,1.0,7.0,1.0,2.0,3.0,4.0,3.0,0
780,4.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
781,65.0,52.0,17.0,15.0,57.0,40.0,24.0,26.0,18.0,13.0,0
782,23.0,14.0,4.0,4.0,4.0,1.0,3.0,4.0,3.0,1.0,1
783,28.0,16.0,5.0,3.0,6.0,5.0,1.0,3.0,11.0,0.0,0
784,25.0,14.0,8.0,4.0,10.0,4.0,6.0,7.0,5.0,2.0,1
785,24.0,12.0,12.0,8.0,9.0,5.0,7.0,1.0,5.0,0.0,1
786,175.0,138.0,79.0,71.0,111.0,50.0,75.0,77.0,31.0,24.0,1
787,4.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
788,65.0,52.0,17.0,15.0,57.0,40.0,24.0,26.0,18.0,13.0,0
789,18.0,20.0,11.0,6.0,9.0,0.0,7.0,4.0,3.0,2.0,0
790,4.0,3.0,5.0,0.0,8.0,2.0,4.0,4.0,0.0,3.0,0
791,1.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0
792,175.0,105.0,78.0,65.0,65.0,39.0,32.0,40.0,30.0,10.0,1
793,8.0,5.0,6.0,1.0,7.0,5.0,9.0,8.0,11.0,5.0,0
794,19.0,11.0,9.0,2.0,9.0,7.0,3.0,4.0,8.0,3.0,0
795,12.0,11.0,6.0,2.0,12.0,8.0,10.0,7.0,9.0,8.0,0
796,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
797,22.0,14.0,2.0,2.0,6.0,1.0,1.0,5.0,13.0,0.0,0
798,2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,0
799,18.0,14.0,10.0,5.0,11.0,8.0,4.0,7.0,9.0,3.0,0
800,40.0,37.0,23.0,14.0,26.0,19.0,5.0,9.0,18.0,3.0,0
801,8.0,5.0,1.0,1.0,4.0,3.0,0.0,2.0,1.0,0.0,0
802,10.0,4.0,3.0,2.0,11.0,6.0,9.0,11.0,2.0,4.0,1
803,39.0,26.0,9.0,5.0,24.0,20.0,3.0,5.0,2.0,1.0,1
804,4.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1
805,148.0,81.0,68.0,58.0,67.0,41.0,25.0,35.0,27.0,15.0,1
806,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0
807,47.0,49.0,20.0,4.0,22.0,12.0,12.0,14.0,14.0,5.0,0
808,207.0,206.0,112.0,70.0,78.0,25.0,45.0,64.0,29.0,17.0,0
809,3.0,3.0,2.0,0.0,3.0,1.0,2.0,4.0,4.0,1.0,0
810,31.0,25.0,18.0,15.0,5.0,4.0,5.0,5.0,3.0,3.0,1
811,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0
812,18.0,6.0,6.0,0.0,5.0,2.0,8.0,8.0,5.0,2.0,0
813,71.0,79.0,30.0,14.0,8.0,4.0,6.0,3.0,12.0,1.0,1
814,7.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
815,19.0,9.0,9.0,8.0,10.0,6.0,5.0,6.0,3.0,4.0,1
816,15.0,6.0,5.0,4.0,15.0,6.0,9.0,18.0,3.0,3.0,1
817,4.0,4.0,2.0,0.0,8.0,6.0,4.0,9.0,4.0,0.0,0
818,8.0,6.0,1.0,1.0,5.0,3.0,2.0,2.0,7.0,2.0,0
819,107.0,97.0,44.0,22.0,90.0,42.0,23.0,63.0,32.0,12.0,0
820,11.0,11.0,3.0,0.0,6.0,3.0,1.0,7.0,5.0,2.0,0
821,7.0,5.0,3.0,1.0,7.0,3.0,5.0,9.0,7.0,1.0,0
822,8.0,6.0,3.0,0.0,10.0,6.0,3.0,3.0,3.0,0.0,1
823,46.0,39.0,15.0,9.0,16.0,8.0,3.0,9.0,12.0,1.0,0
824,94.0,63.0,46.0,34.0,51.0,32.0,19.0,26.0,24.0,10.0,1
825,42.0,26.0,15.0,10.0,23.0,17.0,8.0,6.0,17.0,2.0,0
826,2.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,0
827,46.0,39.0,15.0,9.0,16.0,8.0,3.0,9.0,12.0,1.0,0
828,94.0,63.0,46.0,34.0,51.0,32.0,19.0,26.0,24.0,10.0,1
829,42.0,26.0,15.0,10.0,23.0,17.0,8.0,6.0,17.0,2.0,0
830,2.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,0
831,59.0,41.0,21.0,17.0,27.0,17.0,11.0,9.0,33.0,7.0,0
832,42.0,18.0,26.0,6.0,31.0,13.0,12.0,25.0,13.0,6.0,0
833,37.0,24.0,9.0,4.0,11.0,2.0,8.0,12.0,17.0,1.0,0
834,16.0,16.0,3.0,2.0,13.0,8.0,2.0,5.0,6.0,0.0,0
835,14.0,8.0,4.0,4.0,6.0,3.0,1.0,3.0,4.0,1.0,0
836,16.0,15.0,8.0,6.0,12.0,12.0,0.0,2.0,0.0,0.0,0
837,16.0,9.0,6.0,6.0,8.0,3.0,6.0,7.0,4.0,1.0,0
838,17.0,16.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,0
839,50.0,31.0,29.0,21.0,23.0,11.0,11.0,15.0,32.0,5.0,0
840,59.0,41.0,21.0,17.0,27.0,17.0,11.0,9.0,33.0,7.0,0
841,42.0,18.0,26.0,6.0,31.0,13.0,12.0,25.0,13.0,6.0,0
842,37.0,24.0,9.0,4.0,11.0,2.0,8.0,12.0,17.0,1.0,0
843,16.0,16.0,3.0,2.0,13.0,8.0,2.0,5.0,6.0,0.0,0
844,14.0,8.0,4.0,4.0,6.0,3.0,1.0,3.0,4.0,1.0,0
845,16.0,15.0,8.0,6.0,12.0,12.0,0.0,2.0,0.0,0.0,0
846,27.0,11.0,9.0,7.0,10.0,7.0,6.0,6.0,10.0,1.0,1
847,32.0,33.0,9.0,8.0,5.0,4.0,3.0,2.0,13.0,2.0,0
848,51.0,47.0,27.0,34.0,11.0,5.0,6.0,8.0,18.0,2.0,0
849,52.0,46.0,20.0,14.0,32.0,19.0,16.0,26.0,13.0,8.0,0
850,22.0,14.0,17.0,6.0,28.0,14.0,5.0,15.0,5.0,0.0,0
851,20.0,12.0,17.0,4.0,16.0,5.0,8.0,3.0,4.0,0.0,0
852,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
853,256.0,114.0,63.0,27.0,101.0,24.0,21.0,40.0,25.0,12.0,0
854,8.0,12.0,2.0,1.0,2.0,2.0,0.0,5.0,7.0,0.0,0
855,22.0,17.0,7.0,3.0,10.0,2.0,6.0,6.0,7.0,4.0,0
856,251.0,239.0,84.0,49.0,151.0,72.0,66.0,86.0,67.0,31.0,0
857,13.0,8.0,9.0,1.0,14.0,8.0,8.0,13.0,1.0,3.0,0
858,14.0,3.0,5.0,3.0,4.0,4.0,0.0,5.0,2.0,0.0,0
859,14.0,13.0,5.0,0.0,11.0,5.0,4.0,8.0,5.0,1.0,0
860,16.0,9.0,6.0,6.0,8.0,3.0,6.0,7.0,4.0,1.0,0
861,17.0,16.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,0
862,50.0,31.0,29.0,21.0,23.0,11.0,11.0,15.0,32.0,5.0,0
863,167.0,127.0,66.0,46.0,90.0,46.0,66.0,64.0,34.0,20.0,0
864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
865,26.0,25.0,8.0,5.0,1.0,1.0,1.0,1.0,15.0,0.0,0
866,74.0,67.0,31.0,16.0,32.0,21.0,28.0,28.0,27.0,14.0,1
867,21.0,14.0,11.0,9.0,1.0,0.0,1.0,4.0,10.0,0.0,0
868,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
869,24.0,15.0,11.0,11.0,7.0,6.0,7.0,9.0,3.0,5.0,1
870,11.0,7.0,7.0,3.0,9.0,3.0,6.0,10.0,5.0,2.0,1
871,23.0,7.0,9.0,3.0,5.0,2.0,3.0,5.0,1.0,0.0,1
872,11.0,8.0,2.0,2.0,7.0,2.0,5.0,6.0,10.0,1.0,0
873,50.0,45.0,17.0,10.0,23.0,11.0,5.0,11.0,14.0,2.0,0
874,399.0,349.0,116.0,89.0,66.0,14.0,58.0,68.0,37.0,18.0,0
875,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
876,52.0,56.0,17.0,12.0,5.0,2.0,10.0,10.0,9.0,2.0,0
877,399.0,349.0,116.0,89.0,66.0,14.0,58.0,68.0,37.0,18.0,0
